iter	MultiClass
232	0.03621877045
233	0.03599515724
234	0.03577550603
235	0.03556321161
236	0.0353105725
237	0.03514009703
238	0.03505466512
239	0.03484176622
240	0.03466996728
241	0.03457999159
242	0.0345461352
243	0.03421102918
244	0.03395282472
245	0.03370184379
246	0.03364208544
247	0.03349383713
248	0.03342361629
249	0.03333861834
250	0.03317259131
251	0.0330710087
252	0.03300569528
253	0.03260142502
254	0.0323521139
255	0.03229915858
256	0.03215172486
257	0.03201633799
258	0.03182418177
259	0.03158942327
260	0.03146982044
261	0.0312966246
262	0.03117070693
263	0.03109255819
264	0.03103819051
265	0.03097488559
266	0.03080649405
267	0.03058287649
268	0.03046537006
269	0.03032260978
270	0.03019290197
271	0.03002821517
272	0.0299251645
273	0.02977238499
274	0.02969396938
275	0.02963506235
276	0.02959354528
277	0.02948959991
278	0.02932366657
279	0.02923141246
280	0.02915157489
281	0.02906813035
282	0.02897720604
283	0.02891211045
284	0.02886813658
285	0.02874531762
286	0.02863236437
287	0.02856581308
288	0.02851813175
289	0.02832157919
290	0.02820650046
291	0.02811592592
292	0.02789082788
293	0.02783450953
294	0.02773686123
295	0.02768872325
296	0.02747935967
297	0.02740030523
298	0.02733022257
299	0.02727728093
300	0.02721907656
301	0.02714584004
302	0.0271068882
303	0.02705025601
304	0.02690184747
305	0.02675176675
306	0.02661424125
307	0.0265483848
308	0.02642591807
309	0.02633684774
310	0.02627474419
311	0.02623299
312	0.02620470793
313	0.02604170054
314	0.02584373958
315	0.02573436935
316	0.02558617116
317	0.02552364592
318	0.0253067552
319	0.02522397697
320	0.0251465746
321	0.02506998547
322	0.02498820435
323	0.02484114873
324	0.02475361029
325	0.02469609042
326	0.02456056082
327	0.02449892759
328	0.02422975978
329	0.02390405837
330	0.02356548809
331	0.02350535761
332	0.02343313814
333	0.02336365453
334	0.0232424405
335	0.02315071194
336	0.0229684933
337	0.02281215857
338	0.02275617647
339	0.02259282418
340	0.02242022026
341	0.0223414029
342	0.02228357707
343	0.02221483935
344	0.0221482949
345	0.0220183325
346	0.02188979333
347	0.02177061032
348	0.02166383361
349	0.02158514733
350	0.02152176864
351	0.02149544985
352	0.02135361181
353	0.02129389386
354	0.02118046489
355	0.02113456934
356	0.02103862574
357	0.02094980569
358	0.02088842457
359	0.020839611
360	0.01987554855
361	0.01979322125
362	0.01974580964
363	0.01961276988
364	0.01952791018
365	0.01945480872
366	0.01941242935
367	0.01936464738
368	0.01931020532
369	0.01900536567
370	0.0187916379
371	0.01863758758
372	0.01861475035
373	0.01852788511
374	0.01848295087
375	0.01838985099
376	0.01830703335
377	0.01823557651
378	0.0181086382
379	0.01800869069
380	0.01789400387
381	0.01786245722
382	0.01784177873
383	0.0178152833
384	0.01771568982
385	0.01762338581
386	0.01751942825
387	0.0174262055
388	0.01732437181
389	0.01725492175
390	0.01720485137
391	0.01717776162
392	0.01710354426
393	0.01705634239
394	0.01701852007
395	0.01700842409
396	0.01691268226
397	0.01679312336
398	0.0167476804
399	0.01664471259
400	0.01660611615
401	0.01659232156
402	0.0165879612
403	0.01654132551
404	0.01648471068
405	0.01640817252
406	0.01637323622
407	0.01636100514
408	0.01634970926
409	0.01631549251
410	0.01627764359
411	0.01624661407
412	0.01623071478
413	0.01614180818
414	0.01609934495
415	0.01607531181
416	0.01599154079
417	0.01598377158
418	0.01592952579
419	0.01573261756
420	0.015706323
421	0.01558538971
422	0.01556059101
423	0.01553245066
424	0.01551482267
425	0.01548179237
426	0.01544206435
427	0.01542229087
428	0.01539132062
429	0.01533452177
430	0.01528772207
431	0.01526902881
432	0.01522951393
433	0.01518966091
434	0.015132466
435	0.01504986371
436	0.01497640908
437	0.01490298207
438	0.0148713854
439	0.01479774306
440	0.01474155133
441	0.01467179433
442	0.01465790268
443	0.01461959863
444	0.01449040537
445	0.01445724903
446	0.01440180291
447	0.01436505475
448	0.01433457601
449	0.01429669272
450	0.01418799225
451	0.01415216501
452	0.01412016673
453	0.01406939805
454	0.01399494921
455	0.01398038797
456	0.01393836203
457	0.01392573322
458	0.01391403908
459	0.01384624659
460	0.01380998387
461	0.01380064359
462	0.01376860661
463	0.01375963547
464	0.01371683225
465	0.01367540911
466	0.01364166763
467	0.01361421129
468	0.01353334447
469	0.01350076662
470	0.01347221029
471	0.0134079527
472	0.01339425376
473	0.01336543624
474	0.01332046475
475	0.01328832705
476	0.01326432523
477	0.01314505234
478	0.01309075837
479	0.01306446816
480	0.01304626012
481	0.01297182858
482	0.012917489
483	0.01284289463
484	0.01280667067
485	0.01276062041
486	0.01275189966
487	0.01273020947
488	0.01267808849
489	0.0126656709
490	0.01264682987
491	0.01259667623
492	0.0125670242
493	0.01253945303
494	0.01247032208
495	0.01243902913
496	0.01242727204
497	0.01238813988
498	0.01236457294
499	0.01233955002
500	0.01231246709
501	0.01228516883
502	0.01220354266
503	0.01213155954
504	0.01210179729
505	0.01209074878
506	0.01205697628
507	0.01200239029
508	0.0119705056
509	0.01195486937
510	0.01194529106
511	0.0118802852
512	0.01177391082
513	0.01171899535
514	0.01169175114
515	0.01165621543
516	0.01162718291
517	0.01160722558
518	0.01155889983
519	0.011533596
520	0.01151074168
521	0.01149401527
522	0.01148668854
523	0.01147733354
524	0.01144489237
525	0.01143849726
526	0.01138477135
527	0.01132056456
528	0.01130364037
529	0.01126749862
530	0.01122173444
531	0.01119764754
532	0.01117997955
533	0.01114844182
534	0.0111388755
535	0.01111356918
536	0.01108213537
537	0.01107093318
538	0.01103094165
539	0.01101474226
540	0.01099510328
541	0.01095111173
542	0.01092995504
543	0.01088684464
544	0.01087587627
545	0.01080050329
546	0.01077789761
547	0.01073064778
548	0.01068880128
549	0.01066368111
550	0.01064283235
551	0.01062660765
552	0.01059847413
553	0.01055740994
554	0.01053022361
555	0.01051994057
556	0.01050790638
557	0.01048560867
558	0.01047058041
559	0.01045412372
560	0.01042712238
561	0.01039606526
562	0.01035178185
563	0.01032620265
564	0.01027417302
565	0.01024889698
566	0.0102244434
567	0.01019729149
568	0.01017854913
569	0.01014906388
570	0.0101206832
571	0.01009654722
572	0.01005574965
573	0.01004142047
574	0.01001847895
575	0.00997919617
576	0.00995549235
577	0.009939956119
578	0.009883186598
579	0.009830428317
580	0.009820543073
581	0.009734771881
582	0.009703621497
583	0.009678053319
584	0.009645811605
585	0.009640537782
586	0.009616825127
587	0.009612044896
588	0.009592492081
589	0.009575679748
590	0.009568350717
591	0.009552533327
592	0.009544394047
593	0.009480916385
594	0.009416030268
595	0.009399271741
596	0.009377266862
597	0.009368081451
598	0.009348557235
599	0.009319047507
600	0.009299834737
601	0.009281303804
602	0.009214179616
603	0.009186860353
604	0.009179699468
605	0.009174984904
606	0.009120813174
607	0.009110561766
608	0.009099293296
609	0.009082894511
610	0.009073447002
611	0.009056971135
612	0.009037056795
613	0.009025393852
614	0.008996196606
615	0.00898857946
616	0.008934925098
617	0.008923626575
618	0.008911667252
619	0.00890707327
620	0.008889196992
621	0.008875253413
622	0.008844747465
623	0.008831989103
624	0.0088218009
625	0.008805670221
626	0.008793297899
627	0.008779194749
628	0.008732104941
629	0.008718821487
630	0.008684943493
631	0.008655062871
632	0.008649702759
633	0.008635650265
634	0.008629751622
635	0.008606003625
636	0.008590963912
637	0.00857361376
638	0.008566520218
639	0.008552870849
640	0.008547481014
641	0.008538814077
642	0.008523411929
643	0.008509708868
644	0.008493571217
645	0.008459248208
646	0.008442926544
647	0.008424751782
648	0.008421720522
649	0.008411573869
650	0.008406029196
651	0.008391224668
652	0.008371150001
653	0.008363572941
654	0.008358170781
655	0.0083453413
656	0.008339010348
657	0.008324392081
658	0.008314595109
659	0.008285494107
660	0.008252849167
661	0.00824334141
662	0.008223380565
663	0.008205490605
664	0.008184195371
665	0.008020579929
666	0.00800869748
667	0.008002246298
668	0.007985842639
669	0.007977316359
670	0.007964827782
671	0.007955541658
672	0.007943296793
673	0.007926250724
674	0.007887597449
675	0.007864019353
676	0.007854207514
677	0.00781122518
678	0.007795187778
679	0.007784551137
680	0.007776576704
681	0.007755908262
682	0.007747247712
683	0.007735432046
684	0.007730465075
685	0.007709746523
686	0.007694203525
687	0.007671157901
688	0.007652242516
689	0.00762582427
690	0.007619145324
691	0.00760706007
692	0.007595665902
693	0.007586814966
694	0.007581216831
695	0.007575592365
696	0.00755847676
697	0.007548845679
698	0.007538755552
699	0.007522817729
