iter	MultiClass
0	0.8561750465
1	0.7405860254
2	0.6665687555
3	0.6319967586
4	0.5984071376
5	0.5271623635
6	0.5049163943
7	0.4689369909
8	0.4590406675
9	0.4414941468
10	0.4347555967
11	0.4131108756
12	0.4039159954
13	0.3904873726
14	0.3702330199
15	0.337696661
16	0.3356385936
17	0.3196394079
18	0.3179914056
19	0.3137100399
20	0.3090752976
21	0.2972368879
22	0.2943497688
23	0.2782704288
24	0.2748084935
25	0.2737321671
26	0.2696781194
27	0.2642389043
28	0.2514481854
29	0.246763389
30	0.2412745849
31	0.2377020631
32	0.232244791
33	0.2264457154
34	0.2255983666
35	0.2229509734
36	0.2210493416
37	0.215509514
38	0.211326513
39	0.208375122
40	0.2018464459
41	0.2004417191
42	0.1971403769
43	0.1952523576
44	0.1884910047
45	0.181979355
46	0.1800502543
47	0.1773782165
48	0.1757366716
49	0.1722687551
50	0.1681031591
51	0.1667511226
52	0.1649025355
53	0.1638811815
54	0.1586503929
55	0.1558384373
56	0.1540563535
57	0.151473904
58	0.1479665464
59	0.1472286093
60	0.1461399914
61	0.1448126366
62	0.143682593
63	0.1424711359
64	0.1407795923
65	0.1383509825
66	0.1377398968
67	0.13638415
68	0.1353842677
69	0.1335813604
70	0.1327533004
71	0.1312347645
72	0.1295388893
73	0.1287661415
74	0.1280952297
75	0.1269519915
76	0.1261581275
77	0.1245060695
78	0.123628054
79	0.122704527
80	0.1215757377
81	0.1204397517
82	0.1186773572
83	0.118160846
84	0.1171541878
85	0.1161607032
86	0.1137942742
87	0.1124042654
88	0.1100525574
89	0.1090539629
90	0.1083075558
91	0.1076401028
92	0.1070020059
93	0.1065165996
94	0.10533436
95	0.1043695563
96	0.1033163316
97	0.1023856964
98	0.1004029374
99	0.09963475472
100	0.09752947778
101	0.09488313805
102	0.09377162088
103	0.09308168662
104	0.0925927232
105	0.09172509392
106	0.09079725383
107	0.09031480151
108	0.09010087909
109	0.08983299535
110	0.08959141016
111	0.08886626947
112	0.08821439648
113	0.08756573022
114	0.08673364329
115	0.0861231222
116	0.08539447118
117	0.08438741629
118	0.08405101375
119	0.08319658266
120	0.08267105456
121	0.08205494423
122	0.08173359929
123	0.08107214209
124	0.0802062416
125	0.07928112099
126	0.07870031307
127	0.07839558479
128	0.07775839444
129	0.07748926983
130	0.07707739772
131	0.07489342204
132	0.07451820894
133	0.07357837629
134	0.07343236681
135	0.0729355821
136	0.07258737208
137	0.07190336782
138	0.07168699108
139	0.07143430201
140	0.07064448451
141	0.06945264033
142	0.06922081172
143	0.06883481405
144	0.06872367491
145	0.06798411554
146	0.06777139022
147	0.06721779719
148	0.06683385051
149	0.06620882791
150	0.06555985909
151	0.06413256475
152	0.06400433255
153	0.0634979752
154	0.06287085725
155	0.06221459522
156	0.06191625718
157	0.06163380539
158	0.06088292516
159	0.06068185133
160	0.06001799655
161	0.059612086
162	0.05941612245
163	0.05885533296
164	0.05831962146
165	0.0576952082
166	0.0572064756
167	0.05708007724
168	0.05694358448
169	0.05684845568
170	0.0561889521
171	0.05530246099
172	0.05446070338
173	0.05436525499
174	0.05398646272
175	0.05360276695
176	0.05340004333
177	0.05201645693
178	0.05174572225
179	0.0515047789
180	0.050680972
181	0.05043228357
182	0.04992833747
183	0.04939035402
184	0.04908116509
185	0.04889560292
186	0.04854096089
187	0.04779587184
188	0.04771387404
189	0.04764549087
190	0.04705710092
191	0.04648975673
192	0.04600175206
193	0.04538635489
194	0.0448407735
195	0.04475670661
196	0.04469952895
197	0.04444497223
198	0.04416722999
199	0.04402365784
200	0.04357524371
201	0.04326462252
202	0.04300881558
203	0.04290268059
204	0.04258085795
205	0.04248278082
206	0.0422487134
207	0.04204607196
208	0.04194419541
209	0.04160478538
210	0.04131718105
211	0.04099373443
212	0.04055609181
213	0.04031692144
214	0.04016304292
215	0.03996172261
216	0.03986528703
217	0.03962274081
218	0.03944895706
219	0.03909218586
220	0.03877144357
221	0.03848504348
222	0.03818839057
223	0.03793438163
224	0.03785019676
225	0.03767573395
226	0.0375778882
227	0.03750744627
228	0.03693846802
229	0.03673702892
230	0.03654300672
231	0.03643629045
